Age,2,3,Education,5,Marital-Status,Occupation,8,Race,10,11,12,13,14,15
10-20, Local-gov,27382,University Education,10,Single, Adm-clerical, Own-child,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,259014,University Education,10,Single, Transport-moving, Not-in-family,Major Races, Male,0,0,20, United-States, <=50K
40=50, Self-emp-not-inc,303044,High School,9,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, Cambodia, >50K
10-20, Private,117789,High School,9,Single, Other-service, Own-child,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,172579,High School,9,Unmarried, Other-service, Not-in-family,Major Races, Female,0,0,30, United-States, <=50K
40=50, Private,187666,Trade School,11,Unmarried, Exec-managerial, Not-in-family,Major Races, Female,0,0,45, United-States, <=50K
40=50, Private,204518,Elementary,4,Unmarried, Craft-repair, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,150042,University Education,13,Unmarried, Prof-specialty, Own-child,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,98092,High School,9,Married, Sales, Husband,Major Races, Male,0,0,60, United-States, <=50K
10-20, Private,245918,High School,7,Single, Other-service, Own-child,Major Races, Male,0,0,12, United-States, <=50K
50-64, Private,146013,University Education,10,Married, Sales, Husband,Major Races, Male,4064,0,40, United-States, <=50K
20-30, Private,378322,High School,7,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Self-emp-inc,257295,University Education,10,Married, Exec-managerial, Husband,Major Races, Male,0,0,75, Thailand, >50K
10-20, ?,218956,University Education,10,Single, ?, Own-child,Major Races, Male,0,0,24, Canada, <=50K
50-64, Private,21174,High School,9,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,185480,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,45, United-States, <=50K
30-40, Private,222205,High School,9,Married, Craft-repair, Wife,Major Races, Female,0,0,40, United-States, >50K
50-64, Private,69867,High School,9,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
10-20, Private,191260,High School,5,Single, Other-service, Own-child,Major Races, Male,1055,0,24, United-States, <=50K
40=50, Self-emp-not-inc,30653,University Education,14,Married, Farming-fishing, Husband,Major Races, Male,2407,0,98, United-States, <=50K
20-30, Local-gov,209109,University Education,14,Single, Prof-specialty, Own-child,Major Races, Male,0,0,35, United-States, <=50K
20-30, Private,70377,High School,9,Unmarried, Prof-specialty, Own-child,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,477983,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,170924,University Education,10,Married, Craft-repair, Husband,Major Races, Male,7298,0,40, United-States, >50K
30-40, Private,190174,University Education,10,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,193787,University Education,10,Single, Tech-support, Own-child,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,279472,University Education,10,Married, Machine-op-inspct, Wife,Major Races, Female,7298,0,48, United-States, >50K
20-30, Private,34918,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,15, Germany, <=50K
40=50, Local-gov,97688,University Education,10,Married, Craft-repair, Husband,Major Races, Male,5178,0,40, United-States, >50K
30-40, Private,175413,University Education,12,Unmarried, Sales, Unmarried,Major Races, Female,0,0,45, United-States, <=50K
50-64, Private,173960,University Education,13,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,42, United-States, <=50K
20-30, Private,205759,High School,9,Single, Handlers-cleaners, Own-child,Major Races, Male,0,0,40, United-States, <=50K
50-64, Federal-gov,425161,University Education,14,Married, Sales, Husband,Major Races, Male,15024,0,40, United-States, >50K
40=50, Private,220531,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,60, United-States, >50K
40=50, Private,176609,University Education,10,Unmarried, Other-service, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,371987,University Education,13,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,193884,Elementary,4,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Ecuador, <=50K
30-40, Private,200352,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,45, United-States, <=50K
30-40, Private,127595,High School,9,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Local-gov,220419,University Education,13,Single, Protective-serv, Not-in-family,Major Races, Male,0,0,56, United-States, <=50K
20-30, Private,231931,University Education,10,Single, Sales, Own-child,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,248402,University Education,13,Single, Tech-support, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
65-max, Private,111095,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,16, United-States, <=50K
30-40, Self-emp-inc,57424,University Education,13,Unmarried, Sales, Not-in-family,Major Races, Female,0,0,60, United-States, <=50K
30-40, ?,157443,University Education,14,Married, ?, Wife,Major Races, Female,3464,0,40, ?, <=50K
20-30, Private,278130,High School,9,Single, Craft-repair, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,169469,High School,9,Unmarried, Sales, Not-in-family,Major Races, Male,0,0,80, United-States, <=50K
40=50, Private,146268,University Education,13,Married, Adm-clerical, Husband,Major Races, Male,7688,0,40, United-States, >50K
20-30, Private,153718,University Education,10,Single, Other-service, Not-in-family,Major Races, Female,0,0,25, United-States, <=50K
30-40, Private,217460,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,45, United-States, >50K
50-64, Private,238638,High School,9,Married, Sales, Husband,Major Races, Male,4386,0,40, United-States, >50K
20-30, Private,303296,University Education,10,Married, Adm-clerical, Wife,Major Races, Female,0,0,40, Laos, <=50K
40=50, Private,173321,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,193945,University Education,12,Single, Tech-support, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
40=50, Private,83082,University Education,12,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,33, United-States, <=50K
30-40, Private,193815,University Education,12,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Self-emp-inc,34987,University Education,10,Married, Farming-fishing, Husband,Major Races, Male,0,0,54, United-States, >50K
20-30, Private,59306,University Education,13,Single, Sales, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,142897,University Education,14,Married, Exec-managerial, Husband,Major Races, Male,7298,0,35, Taiwan, >50K
10-20, ?,860348,University Education,10,Single, ?, Own-child,Major Races, Female,0,0,25, United-States, <=50K
30-40, Self-emp-not-inc,205607,University Education,13,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,40, United-States, >50K
20-30, Private,199698,University Education,10,Single, Sales, Own-child,Major Races, Male,0,0,15, United-States, <=50K
20-30, Private,191954,University Education,10,Single, Machine-op-inspct, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
65-max, Self-emp-not-inc,138714,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,399087,Elementary,3,Married, Machine-op-inspct, Other-relative,Major Races, Female,0,0,40, Mexico, <=50K
20-30, Private,423158,University Education,10,Single, Tech-support, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,159841,High School,9,Unmarried, Other-service, Not-in-family,Major Races, Female,0,0,24, United-States, <=50K
30-40, Self-emp-not-inc,174308,High School,9,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,50356,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,1485,50, United-States, <=50K
30-40, Private,186110,High School,9,Unmarried, Transport-moving, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,200381,High School,7,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
65-max, Self-emp-not-inc,174309,University Education,14,Married, Craft-repair, Husband,Major Races, Male,0,0,10, United-States, <=50K
50-64, Self-emp-not-inc,78383,High School,9,Married, Farming-fishing, Husband,Major Races, Male,0,0,45, United-States, <=50K
20-30, ?,211601,Trade School,11,Single, ?, Own-child,Major Races, Female,0,0,15, United-States, <=50K
40=50, Private,187728,University Education,10,Married, Prof-specialty, Wife,Major Races, Female,0,1887,50, United-States, >50K
50-64, Self-emp-not-inc,321171,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
65-max, Private,127921,High School,9,Single, Transport-moving, Not-in-family,Major Races, Male,2050,0,55, United-States, <=50K
40=50, Private,206565,University Education,10,Single, Craft-repair, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,224563,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,178686,Trade School,11,Single, Other-service, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Local-gov,98545,High School,6,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,242606,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,270942,Elementary,3,Single, Other-service, Other-relative,Major Races, Male,0,0,48, Mexico, <=50K
20-30, Private,94235,High School,9,Single, Craft-repair, Other-relative,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,71195,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,60, United-States, <=50K
10-20, Private,104112,High School,9,Single, Sales, Unmarried,Major Races, Male,0,0,30, Haiti, <=50K
40=50, Private,261192,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,94936,University Education,12,Single, Sales, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,296478,Trade School,11,Married, Craft-repair, Husband,Major Races, Male,7298,0,40, United-States, >50K
30-40, State-gov,119272,High School,9,Married, Protective-serv, Husband,Major Races, Male,7298,0,40, United-States, >50K
30-40, Private,85043,High School,9,Single, Farming-fishing, Not-in-family,Major Races, Male,0,0,20, United-States, <=50K
20-30, State-gov,293364,University Education,10,Single, Protective-serv, Own-child,Major Races, Female,0,0,40, United-States, <=50K
40=50, Self-emp-not-inc,241895,University Education,13,Single, Sales, Not-in-family,Major Races, Male,0,0,42, United-States, <=50K
65-max, ?,36135,High School,7,Married, ?, Husband,Major Races, Male,0,0,8, United-States, <=50K
20-30, ?,151989,Trade School,11,Unmarried, ?, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,101128,University Education,12,Unmarried, Other-service, Not-in-family,Major Races, Male,0,0,25, Iran, <=50K
30-40, Private,156464,University Education,13,Single, Prof-specialty, Own-child,Major Races, Male,0,0,25, United-States, <=50K
30-40, Private,117963,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,192262,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,111363,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Local-gov,329752,High School,7,Married, Transport-moving, Husband,Major Races, Male,0,0,30, United-States, <=50K
50-64, ?,372020,University Education,13,Married, ?, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Federal-gov,95432,High School,9,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,96129,Trade School,11,Married, Tech-support, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Private,111949,High School,9,Married, Adm-clerical, Wife,Major Races, Female,0,0,35, United-States, <=50K
20-30, Self-emp-not-inc,117125,High School,5,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Portugal, <=50K
30-40, Private,348022,High School,6,Married, Other-service, Wife,Major Races, Female,0,0,24, United-States, <=50K
50-64, Private,270092,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Private,180609,University Education,13,Married, Transport-moving, Husband,Major Races, Male,0,0,45, United-States, <=50K
40=50, Private,174575,University Education,13,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,1564,45, United-States, >50K
20-30, Private,410439,High School,9,Unmarried, Sales, Not-in-family,Major Races, Male,0,0,55, United-States, <=50K
20-30, Private,92262,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Self-emp-not-inc,183081,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,362589,University Education,12,Single, Sales, Not-in-family,Major Races, Female,0,0,15, United-States, <=50K
50-64, Private,212448,University Education,13,Unmarried, Exec-managerial, Not-in-family,Major Races, Female,0,0,45, United-States, >50K
30-40, Private,481060,High School,9,Unmarried, Sales, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
20-30, Federal-gov,185885,University Education,10,Single, Adm-clerical, Unmarried,Major Races, Female,0,0,15, United-States, <=50K
10-20, Private,89821,High School,7,Single, Other-service, Own-child,Major Races, Male,0,0,10, United-States, <=50K
30-40, State-gov,184018,Trade School,11,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,38, United-States, >50K
